delivery_id,order_id,promised_date,delivery_date,delay_days,delivery_status
D008333,O008904,2026-03-08,2026-03-08,0,On Time
D008334,O008905,2026-04-21,2026-04-21,0,On Time
D008335,O008906,2026-05-15,2026-05-15,0,On Time
D008336,O008907,2025-08-23,2025-08-28,5,Late
D008337,O008908,2026-05-31,2026-05-31,0,On Time
D008338,O008909,2026-05-19,2026-05-23,4,Late
D008339,O008910,2026-06-17,2026-06-21,4,Late
D008340,O008911,2026-08-17,2026-08-17,0,On Time
D008341,O008912,2026-04-20,2026-04-20,0,On Time
D008342,O008913,2026-06-18,2026-06-18,0,On Time
D008343,O008914,2025-11-29,2025-11-29,0,On Time
D008344,O008915,2026-07-24,2026-07-27,3,Late
D008345,O008916,2026-02-08,2026-02-08,0,On Time
D008346,O008917,2025-12-22,2025-12-28,6,Late
D008347,O008918,2026-08-24,2026-08-23,0,On Time
D008348,O008920,2025-03-14,2025-03-15,1,Late
D008349,O008921,2025-12-04,2025-12-04,0,On Time
D008350,O008922,2026-04-18,2026-04-17,0,On Time
D008351,O008923,2025-12-21,2025-12-21,0,On Time
D008352,O008924,2025-09-28,2025-09-27,0,On Time
D008353,O008925,2026-02-05,2026-02-08,3,Late
D008354,O008927,2026-01-11,2026-01-11,0,On Time
D008355,O008928,2025-10-25,2025-10-25,0,On Time
D008356,O008929,2025-08-13,2025-08-15,2,Late
D008357,O008930,2026-07-16,2026-07-16,0,On Time
D008358,O008931,2026-06-10,2026-06-10,0,On Time
D008359,O008932,2026-08-09,2026-08-08,0,On Time
D008360,O008933,2026-05-02,2026-05-02,0,On Time
D008361,O008934,2025-09-10,2025-09-11,1,Late
D008362,O008935,2026-03-31,2026-04-07,7,Late
D008363,O008936,2026-05-24,2026-05-23,0,On Time
D008364,O008937,2026-06-01,2026-06-01,0,On Time
D008365,O008938,2026-03-20,2026-03-20,0,On Time
D008366,O008939,2026-05-14,2026-05-14,0,On Time
D008367,O008940,2025-10-04,2025-10-04,0,On Time
D008368,O008941,2026-01-25,2026-01-25,0,On Time
D008369,O008942,2026-01-30,2026-01-30,0,On Time
D008370,O008943,2026-07-30,2026-07-30,0,On Time
D008371,O008944,2026-02-24,2026-02-24,0,On Time
D008372,O008945,2025-12-22,2025-12-22,0,On Time
D008373,O008946,2026-01-07,2026-01-07,0,On Time
D008374,O008947,2025-12-11,2025-12-11,0,On Time
D008375,O008948,2025-04-05,2025-04-06,1,Late
D008376,O008949,2026-07-04,2026-07-04,0,On Time
D008377,O008950,2026-03-24,2026-03-24,0,On Time
D008378,O008952,2026-01-19,2026-01-18,0,On Time
D008379,O008955,2026-07-26,2026-07-26,0,On Time
D008380,O008956,2025-11-21,2025-11-20,0,On Time
D008381,O008957,2025-06-03,2025-06-09,6,Late
D008382,O008958,2026-08-12,2026-08-12,0,On Time
D008383,O008959,2025-11-01,2025-11-01,0,On Time
D008384,O008960,2026-02-12,2026-02-17,5,Late
D008385,O008961,2026-02-02,2026-02-02,0,On Time
D008386,O008962,2026-06-08,2026-06-07,0,On Time
D008387,O008963,2026-04-06,2026-04-06,0,On Time
D008388,O008964,2026-07-10,2026-07-10,0,On Time
D008389,O008965,2025-03-21,2025-03-26,5,Late
D008390,O008966,2025-07-21,2025-07-21,0,On Time
D008391,O008967,2025-12-12,2025-12-12,0,On Time
D008392,O008968,2026-06-07,2026-06-07,0,On Time
D008393,O008969,2025-09-15,2025-09-15,0,On Time
D008394,O008970,2026-02-27,2026-03-04,5,Late
D008395,O008971,2026-08-04,2026-08-04,0,On Time
D008396,O008972,2026-07-18,2026-07-18,0,On Time
D008397,O008973,2026-05-29,2026-05-29,0,On Time
D008398,O008974,2026-06-05,2026-06-05,0,On Time
D008399,O008975,2025-09-18,2025-09-18,0,On Time
D008400,O008976,2026-02-18,2026-02-24,6,Late
D008401,O008977,2026-05-19,2026-05-19,0,On Time
D008402,O008978,2025-11-21,2025-11-21,0,On Time
D008403,O008979,2026-01-30,2026-02-01,2,Late
D008404,O008980,2026-04-07,2026-04-07,0,On Time
D008405,O008981,2025-11-29,2025-11-29,0,On Time
D008406,O008982,2026-04-13,2026-04-13,0,On Time
D008407,O008983,2026-05-11,2026-05-18,7,Late
D008408,O008984,2026-02-26,2026-02-26,0,On Time
D008409,O008985,2026-08-15,2026-08-15,0,On Time
D008410,O008986,2026-07-30,2026-07-30,0,On Time
D008411,O008987,2026-07-09,2026-07-09,0,On Time
D008412,O008988,2026-07-29,2026-07-29,0,On Time
D008413,O008990,2025-12-15,2025-12-15,0,On Time
D008414,O008991,2026-03-20,2026-03-20,0,On Time
D008415,O008992,2025-11-21,2025-11-21,0,On Time
D008416,O008993,2026-05-30,2026-05-30,0,On Time
D008417,O008994,2025-06-17,2025-06-17,0,On Time
D008418,O008995,2025-12-15,2025-12-15,0,On Time
D008419,O008997,2025-12-22,2025-12-23,1,Late
D008420,O008998,2025-11-12,2025-11-12,0,On Time
D008421,O008999,2026-02-26,2026-02-26,0,On Time
D008422,O009000,2025-07-13,2025-07-13,0,On Time
D008423,O009001,2025-04-04,2025-04-03,0,On Time
D008424,O009002,2026-05-24,2026-05-30,6,Late
D008425,O009003,2026-04-26,2026-04-26,0,On Time
D008426,O009004,2025-09-29,2025-09-29,0,On Time
D008427,O009005,2026-01-21,2026-01-27,6,Late
D008428,O009006,2026-01-04,2026-01-04,0,On Time
D008429,O009008,2026-03-26,2026-03-26,0,On Time
D008430,O009009,2026-02-10,2026-02-10,0,On Time
D008431,O009010,2026-01-16,2026-01-16,0,On Time
D008432,O009011,2025-09-28,2025-09-28,0,On Time
D008433,O009012,2025-10-23,2025-10-29,6,Late
D008434,O009013,2026-06-25,2026-06-25,0,On Time
D008435,O009014,2026-01-16,2026-01-16,0,On Time
D008436,O009015,2026-05-18,2026-05-18,0,On Time
D008437,O009016,2026-05-24,2026-05-25,1,Late
D008438,O009017,2025-10-01,2025-10-07,6,Late
D008439,O009018,2026-04-04,2026-04-04,0,On Time
D008440,O009019,2025-05-01,2025-04-30,0,On Time
D008441,O009020,2026-02-03,2026-02-03,0,On Time
D008442,O009021,2025-09-19,2025-09-19,0,On Time
D008443,O009022,2025-12-08,2025-12-14,6,Late
D008444,O009023,2025-04-02,2025-04-02,0,On Time
D008445,O009024,2026-07-24,2026-07-24,0,On Time
D008446,O009025,2025-08-22,2025-08-21,0,On Time
D008447,O009026,2026-04-07,2026-04-07,0,On Time
D008448,O009027,2025-11-15,2025-11-15,0,On Time
D008449,O009028,2026-07-20,2026-07-22,2,Late
D008450,O009029,2025-12-11,2025-12-11,0,On Time
D008451,O009030,2026-08-08,2026-08-14,6,Late
D008452,O009031,2026-06-09,2026-06-09,0,On Time
D008453,O009032,2026-01-10,2026-01-10,0,On Time
D008454,O009033,2025-10-28,2025-10-28,0,On Time
D008455,O009034,2025-09-20,2025-09-21,1,Late
D008456,O009036,2026-05-14,2026-05-14,0,On Time
D008457,O009037,2026-03-12,2026-03-12,0,On Time
D008458,O009038,2026-04-11,2026-04-10,0,On Time
D008459,O009039,2026-05-12,2026-05-12,0,On Time
D008460,O009040,2026-03-29,2026-03-29,0,On Time
D008461,O009041,2026-07-10,2026-07-16,6,Late
D008462,O009042,2025-12-23,2025-12-27,4,Late
D008463,O009043,2025-06-22,2025-06-25,3,Late
D008464,O009044,2025-11-23,2025-11-26,3,Late
D008465,O009045,2026-04-28,2026-04-27,0,On Time
D008466,O009046,2025-10-06,2025-10-06,0,On Time
D008467,O009047,2026-05-23,2026-05-25,2,Late
D008468,O009048,2026-01-30,2026-01-30,0,On Time
D008469,O009049,2025-11-03,2025-11-03,0,On Time
D008470,O009050,2025-09-12,2025-09-12,0,On Time
D008471,O009051,2026-02-15,2026-02-15,0,On Time
D008472,O009052,2026-07-18,2026-07-18,0,On Time
D008473,O009053,2026-04-11,2026-04-11,0,On Time
D008474,O009054,2025-12-12,2025-12-11,0,On Time
D008475,O009055,2026-02-17,2026-02-16,0,On Time
D008476,O009056,2026-03-30,2026-03-30,0,On Time
D008477,O009057,2026-08-14,2026-08-14,0,On Time
D008478,O009058,2026-05-02,2026-05-01,0,On Time
D008479,O009059,2026-02-04,2026-02-04,0,On Time
D008480,O009060,2026-01-08,2026-01-07,0,On Time
D008481,O009061,2025-11-23,2025-11-23,0,On Time
D008482,O009062,2026-06-14,2026-06-14,0,On Time
D008483,O009063,2026-08-05,2026-08-12,7,Late
D008484,O009064,2026-03-16,2026-03-16,0,On Time
D008485,O009065,2025-06-18,2025-06-22,4,Late
D008486,O009066,2025-09-23,2025-09-23,0,On Time
D008487,O009067,2025-10-22,2025-10-22,0,On Time
D008488,O009069,2025-11-20,2025-11-20,0,On Time
D008489,O009070,2026-03-05,2026-03-05,0,On Time
D008490,O009071,2026-05-27,2026-05-27,0,On Time
D008491,O009072,2026-08-03,2026-08-04,1,Late
D008492,O009073,2026-07-17,2026-07-17,0,On Time
D008493,O009074,2026-03-11,2026-03-10,0,On Time
D008494,O009075,2026-08-17,2026-08-16,0,On Time
D008495,O009076,2026-06-01,2026-06-01,0,On Time
D008496,O009077,2026-08-21,2026-08-20,0,On Time
D008497,O009078,2025-09-08,2025-09-08,0,On Time
D008498,O009079,2025-10-24,2025-10-24,0,On Time
D008499,O009081,2026-05-19,2026-05-19,0,On Time
D008500,O009082,2026-08-07,2026-08-07,0,On Time
D008501,O009083,2026-08-16,2026-08-16,0,On Time
D008502,O009084,2025-06-16,2025-06-16,0,On Time
D008503,O009085,2026-05-12,2026-05-12,0,On Time
D008504,O009086,2026-07-06,2026-07-06,0,On Time
D008505,O009087,2025-08-03,2025-08-03,0,On Time
D008506,O009088,2026-06-17,2026-06-17,0,On Time
D008507,O009090,2026-08-24,2026-08-29,5,Late
D008508,O009091,2026-03-02,2026-03-06,4,Late
D008509,O009092,2025-08-09,2025-08-15,6,Late
D008510,O009093,2025-10-26,2025-11-01,6,Late
D008511,O009094,2026-06-23,2026-06-23,0,On Time
D008512,O009095,2026-04-01,2026-04-01,0,On Time
D008513,O009096,2025-10-02,2025-10-02,0,On Time
D008514,O009097,2026-03-02,2026-03-02,0,On Time
D008515,O009099,2026-02-02,2026-02-02,0,On Time
D008516,O009100,2026-06-14,2026-06-17,3,Late
D008517,O009101,2025-07-15,2025-07-19,4,Late
D008518,O009102,2026-02-12,2026-02-12,0,On Time
D008519,O009103,2026-01-27,2026-01-28,1,Late
D008520,O009104,2025-06-29,2025-06-29,0,On Time
D008521,O009105,2026-06-18,2026-06-18,0,On Time
D008522,O009106,2025-12-05,2025-12-05,0,On Time
D008523,O009107,2025-11-11,2025-11-14,3,Late
D008524,O009108,2025-05-01,2025-05-02,1,Late
D008525,O009109,2026-02-01,2026-02-04,3,Late
D008526,O009110,2025-08-05,2025-08-05,0,On Time
D008527,O009111,2026-03-26,2026-03-26,0,On Time
D008528,O009112,2026-03-19,2026-03-19,0,On Time
D008529,O009113,2026-07-23,2026-07-23,0,On Time
D008530,O009114,2026-01-06,2026-01-09,3,Late
D008531,O009115,2026-04-24,2026-04-24,0,On Time
D008532,O009116,2026-08-11,2026-08-11,0,On Time
D008533,O009117,2026-04-29,2026-04-28,0,On Time
D008534,O009118,2025-11-20,2025-11-20,0,On Time
D008535,O009119,2026-05-06,2026-05-09,3,Late
D008536,O009120,2026-03-05,2026-03-05,0,On Time
D008537,O009121,2026-06-28,2026-06-28,0,On Time
D008538,O009122,2026-08-22,2026-08-22,0,On Time
D008539,O009123,2025-12-17,2025-12-17,0,On Time
D008540,O009124,2025-11-04,2025-11-04,0,On Time
D008541,O009125,2026-04-05,2026-04-05,0,On Time
D008542,O009126,2026-08-12,2026-08-12,0,On Time
D008543,O009127,2026-04-11,2026-04-11,0,On Time
D008544,O009128,2025-07-01,2025-07-01,0,On Time
D008545,O009129,2026-07-31,2026-08-01,1,Late
D008546,O009130,2026-07-23,2026-07-22,0,On Time
D008547,O009131,2025-09-11,2025-09-11,0,On Time
D008548,O009132,2026-07-12,2026-07-11,0,On Time
D008549,O009133,2026-01-11,2026-01-11,0,On Time
D008550,O009134,2026-05-04,2026-05-04,0,On Time
D008551,O009135,2026-08-25,2026-08-25,0,On Time
D008552,O009136,2026-04-20,2026-04-20,0,On Time
D008553,O009137,2026-03-18,2026-03-18,0,On Time
D008554,O009138,2026-02-13,2026-02-13,0,On Time
D008555,O009139,2026-04-30,2026-04-30,0,On Time
D008556,O009140,2026-02-21,2026-02-21,0,On Time
D008557,O009141,2026-07-04,2026-07-07,3,Late
D008558,O009142,2026-07-08,2026-07-07,0,On Time
D008559,O009143,2026-04-19,2026-04-19,0,On Time
D008560,O009144,2026-04-09,2026-04-14,5,Late
D008561,O009145,2026-01-17,2026-01-16,0,On Time
D008562,O009146,2026-03-15,2026-03-14,0,On Time
D008563,O009147,2026-01-13,2026-01-12,0,On Time
D008564,O009148,2026-04-25,2026-04-25,0,On Time
D008565,O009149,2025-12-08,2025-12-07,0,On Time
D008566,O009150,2025-11-17,2025-11-23,6,Late
D008567,O009151,2026-06-24,2026-06-24,0,On Time
D008568,O009152,2026-02-28,2026-02-28,0,On Time
D008569,O009153,2025-11-26,2025-11-26,0,On Time
D008570,O009154,2026-07-17,2026-07-17,0,On Time
D008571,O009155,2026-08-03,2026-08-03,0,On Time
D008572,O009156,2026-03-28,2026-03-28,0,On Time
D008573,O009157,2026-05-09,2026-05-09,0,On Time
D008574,O009158,2026-02-14,2026-02-14,0,On Time
D008575,O009159,2025-12-11,2025-12-11,0,On Time
D008576,O009160,2026-04-13,2026-04-13,0,On Time
D008577,O009161,2025-08-21,2025-08-21,0,On Time
D008578,O009162,2026-07-03,2026-07-03,0,On Time
D008579,O009163,2026-05-08,2026-05-08,0,On Time
D008580,O009164,2025-12-22,2025-12-22,0,On Time
D008581,O009165,2026-02-28,2026-02-28,0,On Time
D008582,O009166,2026-07-18,2026-07-18,0,On Time
D008583,O009167,2026-05-01,2026-05-01,0,On Time
D008584,O009168,2026-04-04,2026-04-04,0,On Time
D008585,O009169,2025-12-03,2025-12-05,2,Late
D008586,O009170,2026-02-01,2026-01-31,0,On Time
D008587,O009171,2025-09-15,2025-09-15,0,On Time
D008588,O009172,2026-05-18,2026-05-18,0,On Time
D008589,O009173,2026-07-18,2026-07-18,0,On Time
D008590,O009174,2026-07-10,2026-07-10,0,On Time
D008591,O009175,2026-07-29,2026-07-29,0,On Time
D008592,O009176,2026-02-21,2026-02-21,0,On Time
D008593,O009177,2026-06-23,2026-06-23,0,On Time
D008594,O009178,2026-04-29,2026-05-04,5,Late
D008595,O009179,2025-08-20,2025-08-20,0,On Time
D008596,O009180,2026-03-21,2026-03-26,5,Late
D008597,O009181,2026-07-10,2026-07-11,1,Late
D008598,O009182,2026-05-06,2026-05-06,0,On Time
D008599,O009183,2026-03-19,2026-03-19,0,On Time
D008600,O009185,2025-10-31,2025-10-31,0,On Time
D008601,O009186,2026-08-09,2026-08-09,0,On Time
D008602,O009187,2026-04-04,2026-04-04,0,On Time
D008603,O009188,2026-02-06,2026-02-06,0,On Time
D008604,O009189,2026-06-03,2026-06-03,0,On Time
D008605,O009190,2026-06-06,2026-06-06,0,On Time
D008606,O009191,2026-06-26,2026-07-03,7,Late
D008607,O009192,2025-12-14,2025-12-14,0,On Time
D008608,O009193,2025-05-31,2025-05-31,0,On Time
D008609,O009194,2025-02-15,2025-02-20,5,Late
D008610,O009195,2025-02-22,2025-02-22,0,On Time
D008611,O009196,2026-03-29,2026-03-29,0,On Time
D008612,O009197,2026-03-16,2026-03-16,0,On Time
D008613,O009198,2026-08-18,2026-08-19,1,Late
D008614,O009199,2026-04-09,2026-04-09,0,On Time
D008615,O009200,2025-12-11,2025-12-10,0,On Time
D008616,O009201,2025-04-28,2025-04-28,0,On Time
D008617,O009202,2026-08-13,2026-08-13,0,On Time
D008618,O009203,2026-06-03,2026-06-03,0,On Time
D008619,O009204,2025-12-19,2025-12-19,0,On Time
D008620,O009206,2026-06-30,2026-06-30,0,On Time
D008621,O009207,2025-09-04,2025-09-04,0,On Time
D008622,O009208,2026-05-06,2026-05-06,0,On Time
D008623,O009209,2025-11-11,2025-11-11,0,On Time
D008624,O009210,2026-02-16,2026-02-16,0,On Time
D008625,O009211,2026-04-18,2026-04-18,0,On Time
D008626,O009212,2026-08-01,2026-08-01,0,On Time
D008627,O009213,2026-02-11,2026-02-11,0,On Time
D008628,O009215,2025-09-05,2025-09-11,6,Late
D008629,O009216,2026-04-18,2026-04-24,6,Late
D008630,O009217,2025-10-11,2025-10-15,4,Late
D008631,O009218,2026-02-05,2026-02-04,0,On Time
D008632,O009219,2026-08-21,2026-08-20,0,On Time
D008633,O009220,2025-11-24,2025-11-24,0,On Time
D008634,O009221,2026-03-12,2026-03-16,4,Late
D008635,O009222,2026-08-15,2026-08-15,0,On Time
D008636,O009223,2026-07-05,2026-07-04,0,On Time
D008637,O009224,2026-06-20,2026-06-20,0,On Time
D008638,O009225,2026-02-10,2026-02-12,2,Late
D008639,O009226,2026-04-12,2026-04-12,0,On Time
D008640,O009227,2026-07-30,2026-08-06,7,Late
D008641,O009228,2026-02-04,2026-02-04,0,On Time
D008642,O009229,2026-01-28,2026-01-28,0,On Time
D008643,O009231,2026-04-24,2026-04-29,5,Late
D008644,O009232,2025-11-25,2025-11-25,0,On Time
D008645,O009233,2026-05-25,2026-05-25,0,On Time
D008646,O009234,2026-03-24,2026-03-24,0,On Time
D008647,O009235,2026-05-01,2026-05-01,0,On Time
D008648,O009236,2026-06-15,2026-06-15,0,On Time
D008649,O009238,2026-06-13,2026-06-13,0,On Time
D008650,O009239,2025-12-24,2025-12-24,0,On Time
D008651,O009240,2026-04-25,2026-04-25,0,On Time
D008652,O009242,2026-04-14,2026-04-14,0,On Time
D008653,O009243,2026-03-03,2026-03-03,0,On Time
D008654,O009244,2026-03-21,2026-03-21,0,On Time
D008655,O009245,2026-06-20,2026-06-20,0,On Time
D008656,O009246,2026-01-20,2026-01-20,0,On Time
D008657,O009247,2026-06-29,2026-06-29,0,On Time
D008658,O009248,2026-02-19,2026-02-19,0,On Time
D008659,O009249,2026-04-06,2026-04-06,0,On Time
D008660,O009250,2026-07-06,2026-07-06,0,On Time
D008661,O009251,2026-08-04,2026-08-04,0,On Time
D008662,O009252,2026-04-26,2026-04-30,4,Late
D008663,O009253,2026-02-12,2026-02-11,0,On Time
D008664,O009254,2025-05-30,2025-06-01,2,Late
D008665,O009255,2026-04-30,2026-04-30,0,On Time
D008666,O009256,2025-04-08,2025-04-07,0,On Time
D008667,O009257,2026-08-03,2026-08-04,1,Late
D008668,O009258,2026-03-07,2026-03-07,0,On Time
D008669,O009259,2025-07-30,2025-07-30,0,On Time
D008670,O009260,2026-03-20,2026-03-20,0,On Time
D008671,O009261,2026-08-20,2026-08-20,0,On Time
D008672,O009262,2026-01-13,2026-01-13,0,On Time
D008673,O009263,2026-07-18,2026-07-18,0,On Time
D008674,O009264,2026-04-05,2026-04-05,0,On Time
D008675,O009265,2026-04-18,2026-04-18,0,On Time
D008676,O009266,2026-03-02,2026-03-02,0,On Time
D008677,O009267,2025-04-21,2025-04-21,0,On Time
D008678,O009268,2026-05-13,2026-05-13,0,On Time
D008679,O009269,2026-06-25,2026-06-25,0,On Time
D008680,O009270,2026-08-05,2026-08-05,0,On Time
D008681,O009271,2026-03-28,2026-03-28,0,On Time
D008682,O009272,2026-02-22,2026-02-27,5,Late
D008683,O009273,2025-10-03,2025-10-03,0,On Time
D008684,O009274,2025-09-05,2025-09-05,0,On Time
D008685,O009275,2026-06-11,2026-06-11,0,On Time
D008686,O009276,2025-06-10,2025-06-09,0,On Time
D008687,O009277,2026-06-30,2026-06-29,0,On Time
D008688,O009278,2025-08-04,2025-08-04,0,On Time
D008689,O009279,2026-06-05,2026-06-05,0,On Time
D008690,O009280,2026-02-19,2026-02-18,0,On Time
D008691,O009281,2025-06-25,2025-06-25,0,On Time
D008692,O009282,2025-07-07,2025-07-07,0,On Time
D008693,O009283,2025-07-12,2025-07-12,0,On Time
D008694,O009284,2026-02-19,2026-02-19,0,On Time
D008695,O009285,2026-04-14,2026-04-13,0,On Time
D008696,O009286,2026-04-09,2026-04-08,0,On Time
D008697,O009287,2026-06-23,2026-06-23,0,On Time
D008698,O009288,2025-12-14,2025-12-15,1,Late
D008699,O009289,2026-05-16,2026-05-16,0,On Time
D008700,O009290,2025-03-30,2025-04-06,7,Late
D008701,O009291,2026-03-11,2026-03-11,0,On Time
D008702,O009292,2025-06-08,2025-06-13,5,Late
D008703,O009293,2025-05-18,2025-05-24,6,Late
D008704,O009294,2026-05-04,2026-05-04,0,On Time
D008705,O009295,2026-07-20,2026-07-20,0,On Time
D008706,O009296,2026-06-29,2026-07-02,3,Late
D008707,O009297,2026-06-04,2026-06-04,0,On Time
D008708,O009298,2026-08-08,2026-08-08,0,On Time
D008709,O009299,2025-10-01,2025-10-02,1,Late
D008710,O009300,2025-12-21,2025-12-21,0,On Time
D008711,O009301,2026-08-21,2026-08-26,5,Late
D008712,O009302,2026-07-04,2026-07-03,0,On Time
D008713,O009303,2026-04-24,2026-04-24,0,On Time
D008714,O009304,2026-02-06,2026-02-06,0,On Time
D008715,O009305,2026-03-10,2026-03-10,0,On Time
D008716,O009306,2026-07-14,2026-07-14,0,On Time
D008717,O009307,2026-03-02,2026-03-02,0,On Time
D008718,O009308,2026-05-16,2026-05-16,0,On Time
D008719,O009311,2026-02-13,2026-02-12,0,On Time
D008720,O009312,2026-08-11,2026-08-11,0,On Time
D008721,O009313,2026-07-14,2026-07-20,6,Late
D008722,O009314,2026-06-29,2026-06-29,0,On Time
D008723,O009315,2026-02-25,2026-02-25,0,On Time
D008724,O009316,2025-11-28,2025-11-30,2,Late
D008725,O009317,2026-06-16,2026-06-16,0,On Time
D008726,O009318,2026-06-21,2026-06-21,0,On Time
D008727,O009319,2026-03-01,2026-03-01,0,On Time
D008728,O009320,2025-12-23,2025-12-26,3,Late
D008729,O009321,2026-04-17,2026-04-17,0,On Time
D008730,O009322,2025-08-31,2025-09-03,3,Late
D008731,O009323,2025-08-03,2025-08-03,0,On Time
D008732,O009324,2025-11-02,2025-11-02,0,On Time
D008733,O009326,2026-03-07,2026-03-07,0,On Time
D008734,O009327,2026-01-08,2026-01-08,0,On Time
D008735,O009328,2026-07-20,2026-07-27,7,Late
D008736,O009329,2026-04-01,2026-04-01,0,On Time
D008737,O009330,2025-12-23,2025-12-23,0,On Time
D008738,O009331,2025-11-25,2025-11-29,4,Late
D008739,O009332,2026-07-16,2026-07-16,0,On Time
D008740,O009333,2025-05-05,2025-05-05,0,On Time
D008741,O009334,2025-12-04,2025-12-09,5,Late
D008742,O009335,2026-08-13,2026-08-19,6,Late
D008743,O009336,2026-03-26,2026-03-26,0,On Time
D008744,O009337,2026-01-01,2025-12-31,0,On Time
D008745,O009338,2026-04-30,2026-04-29,0,On Time
D008746,O009339,2025-12-26,2025-12-26,0,On Time
D008747,O009341,2026-05-23,2026-05-23,0,On Time
D008748,O009343,2025-12-19,2025-12-23,4,Late
D008749,O009344,2026-06-09,2026-06-09,0,On Time
D008750,O009345,2025-11-10,2025-11-11,1,Late
D008751,O009346,2026-04-22,2026-04-21,0,On Time
D008752,O009348,2025-10-01,2025-10-01,0,On Time
D008753,O009349,2026-04-17,2026-04-17,0,On Time
D008754,O009351,2026-08-18,2026-08-18,0,On Time
D008755,O009352,2025-08-26,2025-08-26,0,On Time
D008756,O009353,2025-11-18,2025-11-17,0,On Time
D008757,O009354,2025-06-13,2025-06-13,0,On Time
D008758,O009355,2025-04-26,2025-04-26,0,On Time
D008759,O009356,2026-04-02,2026-04-03,1,Late
D008760,O009357,2026-05-18,2026-05-17,0,On Time
D008761,O009358,2026-02-26,2026-02-26,0,On Time
D008762,O009359,2026-05-22,2026-05-29,7,Late
D008763,O009360,2026-04-16,2026-04-16,0,On Time
D008764,O009361,2025-08-15,2025-08-15,0,On Time
D008765,O009362,2025-07-15,2025-07-15,0,On Time
D008766,O009363,2026-03-25,2026-03-27,2,Late
D008767,O009364,2026-07-27,2026-07-26,0,On Time
D008768,O009365,2026-08-07,2026-08-07,0,On Time
D008769,O009366,2026-05-19,2026-05-19,0,On Time
D008770,O009367,2026-05-30,2026-05-30,0,On Time
D008771,O009368,2026-08-05,2026-08-05,0,On Time
D008772,O009369,2026-02-28,2026-02-28,0,On Time
D008773,O009370,2026-02-05,2026-02-05,0,On Time
D008774,O009371,2026-05-04,2026-05-04,0,On Time
D008775,O009372,2026-07-06,2026-07-06,0,On Time
D008776,O009373,2026-02-02,2026-02-01,0,On Time
D008777,O009374,2026-03-08,2026-03-08,0,On Time
D008778,O009375,2025-07-11,2025-07-16,5,Late
D008779,O009376,2026-08-07,2026-08-07,0,On Time
D008780,O009377,2026-05-02,2026-05-08,6,Late
D008781,O009378,2026-05-16,2026-05-16,0,On Time
D008782,O009379,2026-07-10,2026-07-10,0,On Time
D008783,O009380,2026-07-01,2026-07-01,0,On Time
D008784,O009381,2026-04-16,2026-04-18,2,Late
D008785,O009382,2025-07-09,2025-07-13,4,Late
D008786,O009383,2026-03-13,2026-03-13,0,On Time
D008787,O009384,2025-05-27,2025-06-01,5,Late
D008788,O009385,2025-10-17,2025-10-17,0,On Time
D008789,O009386,2026-08-05,2026-08-05,0,On Time
D008790,O009387,2026-05-09,2026-05-09,0,On Time
D008791,O009388,2025-03-24,2025-03-23,0,On Time
D008792,O009389,2025-10-06,2025-10-06,0,On Time
D008793,O009390,2025-10-07,2025-10-07,0,On Time
D008794,O009391,2026-08-02,2026-08-02,0,On Time
D008795,O009392,2026-06-09,2026-06-08,0,On Time
D008796,O009393,2026-05-04,2026-05-04,0,On Time
D008797,O009394,2025-10-18,2025-10-18,0,On Time
D008798,O009395,2025-10-19,2025-10-18,0,On Time
D008799,O009396,2026-01-02,2026-01-02,0,On Time
D008800,O009397,2026-01-19,2026-01-26,7,Late
D008801,O009398,2026-02-15,2026-02-15,0,On Time
D008802,O009399,2026-02-04,2026-02-05,1,Late
D008803,O009400,2026-03-16,2026-03-16,0,On Time
D008804,O009401,2026-07-16,2026-07-16,0,On Time
D008805,O009403,2025-08-26,2025-08-26,0,On Time
D008806,O009404,2026-04-02,2026-04-02,0,On Time
D008807,O009405,2025-06-06,2025-06-13,7,Late
D008808,O009406,2026-04-07,2026-04-10,3,Late
D008809,O009407,2026-03-29,2026-03-29,0,On Time
D008810,O009408,2026-01-29,2026-01-29,0,On Time
D008811,O009409,2026-08-01,2026-08-01,0,On Time
D008812,O009410,2026-03-31,2026-03-31,0,On Time
D008813,O009411,2026-02-14,2026-02-21,7,Late
D008814,O009412,2025-05-12,2025-05-12,0,On Time
D008815,O009413,2026-03-04,2026-03-04,0,On Time
D008816,O009414,2025-10-17,2025-10-17,0,On Time
D008817,O009415,2026-01-26,2026-01-26,0,On Time
D008818,O009416,2026-04-29,2026-05-02,3,Late
D008819,O009418,2026-02-23,2026-02-26,3,Late
D008820,O009419,2025-07-02,2025-07-01,0,On Time
D008821,O009420,2025-12-13,2025-12-13,0,On Time
D008822,O009421,2026-03-03,2026-03-09,6,Late
D008823,O009422,2026-03-28,2026-03-28,0,On Time
D008824,O009423,2026-08-11,2026-08-11,0,On Time
D008825,O009424,2026-05-05,2026-05-04,0,On Time
D008826,O009425,2025-10-26,2025-10-26,0,On Time
D008827,O009426,2025-07-27,2025-07-27,0,On Time
D008828,O009427,2026-05-24,2026-05-24,0,On Time
D008829,O009428,2026-04-22,2026-04-21,0,On Time
D008830,O009429,2026-07-26,2026-07-26,0,On Time
D008831,O009430,2025-07-10,2025-07-17,7,Late
D008832,O009432,2025-06-09,2025-06-16,7,Late
D008833,O009433,2026-03-01,2026-03-08,7,Late
D008834,O009434,2026-05-18,2026-05-18,0,On Time
